brand,model,year,mileage,transmission,location,fuel_type,price,grade
Toyota,AVANZA E 1.3,2016,62532,Manual,Bengkulu,Bensin,89000000,C
Toyota,VELLFIRE 2.4,2014,142663,Automatic,Jakarta Raya,Bensin,195000000,C
Honda,MOBILIO RS 1.5,2015,148831,Automatic,Gedangan,Bensin,90000000,C
Honda,ACCORD VTI-L 2.4,2017,74698,Automatic,Jakarta Raya,Bensin,253000000,C
Mitsubishi,XPANDER GLS 1.5,2021,139652,Automatic,Jakarta Raya,Bensin,165000000,C
Mitsubishi,FN 527 ML,2019,38057,Manual,Bengkulu,Diesel,392000000,C
Suzuki,ERTIGA GL 1.4,2017,125921,Manual,Bengkulu,Bensin,87000000,C
Isuzu,NLR55 B,2020,213456,Manual,Medan,Diesel,205000000,C
Toyota,INNOVA G 2.0,2019,148798,Automatic,Bengkulu,Bensin,192000000,C
Toyota,INNOVA V 2.0,2019,247616,Manual,Gedangan,Bensin,205000000,C
Suzuki,XL 7 BETA 1.5,2024,104055,Automatic,Jakarta Raya,Bensin,200000000,C
Toyota,SIENTA Q 1.5,2016,90212,Automatic,Pangkal_Pinang,Bensin,88000000,C
Toyota,AVANZA G 1.3,2021,189549,Manual,Jakarta Raya,Bensin,155000000,C
Honda,BRIO SATYA E 1.2,2019,124878,Manual,Bengkulu,Bensin,108000000,C
Isuzu,NLR55 B,2020,150655,Manual,Medan,Diesel,205000000,C
Hyundai,SANTA FE PRIME 2.5,2022,142634,Automatic,Jakarta Raya,Bensin,300000000,C
Toyota,AGYA G 1.0,2013,140769,Automatic,Bengkulu,Bensin,74000000,C
Isuzu,NLR 55 B 2.8,2020,175864,Manual,Medan,Diesel,225000000,C
Bmw,740 LI 3.0,2012,74362,Automatic,Jakarta Raya,Bensin,213500000,C
Toyota,HILUX E DC (4X4) 2.4,2022,73284,Manual,Medan,Diesel,145000000,C
Toyota,AVANZA G 1.5,2022,107607,Manual,Gedangan,Bensin,172500000,C
Toyota,HILUX SC 2.4,2022,59144,Manual,Medan,Diesel,162000000,C
Mahindra,SCORPIO DC 2.2,2022,11503,Manual,Balikpapan,Diesel,155000000,C
Isuzu,FVZ N HP 7.8,2022,83846,Manual,Palembang,Diesel,400000000,C
Toyota,INNOVA G 2.0,2017,171450,Automatic,Denpasar,Bensin,162000000,C
Hyundai,SANTA FE G SIGNATURE 2.5,2022,122771,Automatic,Jakarta Raya,Bensin,354000000,C
Isuzu,FVZ N HP 7.8,2022,77465,Manual,Palembang,Diesel,400000000,C
Toyota,AVANZA G 1.3,2019,129789,Manual,Denpasar,Bensin,145000000,C
Isuzu,FVZ N HP 7.8,2022,67560,Manual,Palembang,Diesel,400000000,C
Toyota,CALYA G 1.2,2018,142219,Automatic,Denpasar,Bensin,70000000,C
Daihatsu,XENIA X 1.3,2020,130936,Manual,Denpasar,Bensin,130000000,C
Daihatsu,SIGRA M 1.0,2021,105834,Manual,Malang,Bensin,75000000,C
Isuzu,FVZ N HP 7.8,2022,69487,Manual,Palembang,Diesel,400000000,C
Hyundai,PALISADE SIGNATURE 2.2,2021,104381,Automatic,Jakarta Raya,Diesel,470000000,C
Isuzu,FVZ N HP 7.8,2022,79729,Manual,Palembang,Diesel,400000000,C
Honda,CR-V 2.4,2007,138246,Automatic,Medan,Bensin,85000000,C
Mitsubishi,PAJERO SPORT EXCEED 2.5,2013,156656,Automatic,Medan,Diesel,208000000,C
Mitsubishi,XPANDER CROSS 1.5,2021,25683,Automatic,Jember,Bensin,205000000,C
Dfsk,GLORY 580 LUXURY 1.8,2019,116948,Automatic,Jakarta Raya,Bensin,82000000,C
Suzuki,ERTIGA GL 1.4,2017,99728,Manual,Jakarta Raya,Bensin,87000000,C
Toyota,COROLLA CROSS HYBRID 1.8,2021,149312,Automatic,Jakarta Raya,Bensin,310000000,C
Toyota,COROLLA ALTIS V 1.8,2021,113054,Automatic,Jakarta Raya,Bensin,260000000,C
Daihatsu,GRAN MAX 1.3 D,2024,107711,Manual,Denpasar,Bensin,121500000,C
Hyundai,SANTA FE PRIME 2.5,2023,114451,Automatic,Jakarta Raya,Bensin,350000000,C
Daihatsu,SIGRA D 1.0,2019,170474,Manual,Jember,Bensin,70000000,C
Honda,BRIO SATYA E 1.2,2017,197260,Manual,Kupang,Bensin,62000000,C
Toyota,INNOVA ZENIX G HYBRID 2.0,2023,375880,Automatic,Jakarta Raya,Bensin,330000000,C
Toyota,INNOVA ZENIX G HYBRID 2.0,2023,392853,Automatic,Jakarta Raya,Bensin,330000000,C
Toyota,AVANZA G 1.3,2019,169928,Manual,Gedangan,Bensin,142000000,C
Toyota,FORTUNER G 2.7,2013,159626,Automatic,Jakarta Raya,Bensin,165000000,C
Honda,CIVIC 1.5,2020,114039,Automatic,Jakarta Raya,Bensin,282000000,C
Toyota,ALPHARD 2.4,2014,130882,Automatic,Gedangan,Bensin,113000000,C
Toyota,VELLFIRE 2.4,2009,95204,Automatic,Jakarta Raya,Bensin,137000000,C
Nissan,SERENA HIGWAY STAR 2.0,2017,161741,Automatic,Gedangan,Bensin,152000000,C
Mazda,CX-5 GT 2.5,2017,81334,Automatic,Jakarta Raya,Bensin,220000000,C
Toyota,YARIS E 1.5,2012,131568,Manual,Malang,Bensin,79000000,C
Hyundai,SANTA FE XG 2.4,2020,168671,Automatic,Jakarta Raya,Bensin,270000000,C
Honda,CIVIC 1.8,2010,155827,Automatic,Jakarta Raya,Bensin,100000000,C
Nissan,TERRA VL 2.5,2018,133792,Automatic,Jakarta Raya,Diesel,272000000,C
Toyota,INNOVA E 2.0,2013,310880,Manual,Gedangan,Bensin,130000000,C
Toyota,CALYA G 1.2,2018,168259,Automatic,Gedangan,Bensin,95000000,C
Toyota,FORTUNER G 2.7,2010,224288,Automatic,Jakarta Raya,Bensin,105000000,C
Toyota,AVANZA G 1.5,2022,113813,Manual,Gedangan,Bensin,172500000,C
Datsun,GO PANCA T 1.2,2016,121138,Manual,Gedangan,Bensin,48000000,C
Toyota,HARRIER 2.4,2008,118599,Automatic,Jakarta Raya,Bensin,112000000,C
Mitsubishi,PAJERO SPORT EXCEED 2.5,2009,265048,Automatic,Gedangan,Diesel,130000000,C
Bmw,X3 XDRIVE 2.0,2015,59300,Automatic,Jakarta Raya,Bensin,230000000,C
Toyota,AVANZA G 1.5,2022,168531,Manual,Jember,Bensin,162500000,C
Daihatsu,XENIA X 1.3,2016,175836,Manual,Jakarta Raya,Bensin,95000000,C
Toyota,ALPHARD X 2.4,2014,157963,Automatic,Malang,Bensin,99000000,C
Jaguar,X V6 2.0,2007,121615,Automatic,Gedangan,Bensin,53000000,C
Toyota,INNOVA G 2.0,2018,118275,Automatic,Jakarta Raya,Bensin,201000000,C
Toyota,LAND CRUISER CYGNUS 4.7,2004,146894,Automatic,Jakarta Raya,Bensin,250000000,C
Daihatsu,XENIA X 1.3,2017,200083,Manual,Mataram,Bensin,99000000,C
Toyota,RUSH S 1.5,2021,101759,Manual,Denpasar,Bensin,185000000,C
Hino,115 SD 4.0,2022,57784,Manual,Gedangan,Diesel,233000000,C
Daihatsu,GRAN MAX PU 1.3,2015,129619,Manual,Mataram,Bensin,71000000,C
Nissan,GRAND LIVINA S 1.5,2012,198584,Manual,Denpasar,Bensin,47000000,C
Hino,115 SD 4.0,2022,50632,Manual,Gedangan,Diesel,233000000,C
Isuzu,PHR 54 C BB,2022,253849,Manual,Gedangan,Diesel,155000000,C
Toyota,INNOVA G 2.4,2018,228433,Manual,Gedangan,Diesel,243000000,C
Toyota,AVANZA G 1.3,2019,122719,Automatic,Denpasar,Bensin,142000000,C
Hyundai,H-1 2.5,2015,168745,Automatic,Denpasar,Diesel,120000000,C
Toyota,HARRIER 2.4,2008,151533,Automatic,Malang,Bensin,55000000,C
Toyota,AGYA G 1.0,2014,102757,Automatic,Malang,Bensin,55000000,C
Daihatsu,XENIA R 1.3,2012,155247,Manual,Denpasar,Bensin,70000000,C
Datsun,GO PANCA T 1.2,2019,136720,Manual,Malang,Bensin,45000000,C
Mitsubishi,L300 PU BOX 2.5,2020,103125,Manual,Denpasar,Diesel,152500000,C
Toyota,VELOZ Q 1.5,2023,68576,Automatic,Malang,Bensin,222000000,C
Daihatsu,XENIA R 1.3,2022,130023,Manual,Kediri,Bensin,155000000,C
Toyota,HILUX PU 2.0,2022,66324,Manual,Kupang,Bensin,150000000,C
Toyota,AVANZA G 1.5,2022,120522,Manual,Kediri,Bensin,162500000,C
Toyota,AVANZA VELOZ 1.5,2018,119924,Automatic,Mataram,Bensin,127500000,C
Toyota,CAMRY V 2.5,2015,118959,Automatic,Jakarta - Tipar,Bensin,150000000,C
Honda,BRIO E 1.3,2013,157245,Automatic,Jakarta - Tipar,Bensin,86500000,C
Toyota,ALPHARD V 3.0,2003,134452,Automatic,Jakarta - Tipar,Bensin,50000000,C
Daihatsu,TERIOS X 1.5,2022,104872,Automatic,Jakarta - Tipar,Bensin,176000000,C
Suzuki,ERTIGA GX 1.4,2012,176062,Manual,Jakarta - Tipar,Bensin,78000000,C
Nissan,GRAND LIVINA XV 1.5,2015,158586,Automatic,Bdg Soetta (Metro),Bensin,78000000,C
Toyota,AGYA G 1.0,2015,180302,Manual,Jakarta - Tipar,Bensin,64000000,C
Honda,BR-V PRESTIGE 1.5,2021,159256,Automatic,Jakarta - Tipar,Bensin,167500000,C
Daihatsu,AYLA M 1.0,2016,131449,Manual,Bdg Soetta (Metro),Bensin,67000000,C
Toyota,INNOVA G 2.4,2021,114581,Automatic,Bdg Soetta (Metro),Diesel,288500000,C
Toyota,AVANZA G 1.3,2015,154164,Manual,Jakarta - Tipar,Bensin,110500000,C
Nissan,SERENA HIGWAY STAR 2.0,2010,129851,Automatic,Bdg Soetta (Metro),Bensin,55000000,C
Honda,MOBILIO E 1.5,2015,163881,Manual,Jakarta - Tipar,Bensin,93000000,C
Toyota,AVANZA E 1.3,2016,372503,Automatic,Jakarta - Tipar,Bensin,106500000,C
Toyota,INNOVA G 2.0,2013,191940,Automatic,Jakarta - Tipar,Bensin,137500000,C
Honda,MOBILIO E 1.5,2019,102113,Automatic,Bdg Soetta (Metro),Bensin,131500000,C
Toyota,AVANZA S 1.5,2009,190077,Manual,Bdg Soetta (Metro),Bensin,66500000,C
Honda,HR-V E 1.5,2017,72395,Automatic,Bdg Soetta (Metro),Bensin,151500000,C
Toyota,INNOVA G 2.0,2012,268362,Automatic,Batam,Bensin,77000000,C
Toyota,YARIS G 1.5,2017,92925,Automatic,Batam,Bensin,100000000,C
Toyota,VELOZ 1.5,2022,66285,Manual,Batam,Bensin,160000000,C
Toyota,INNOVA G LUXURY 2.0,2014,279267,Automatic,Batam,Bensin,135000000,C
Toyota,INNOVA E 2.0,2011,348877,Automatic,Batam,Bensin,82000000,C
Toyota,INNOVA G 2.0,2022,134855,Manual,Padang,Bensin,269000000,C
Toyota,AVANZA G 1.5,2022,151703,Manual,Padang,Bensin,172000000,C
Toyota,AVANZA G 1.5,2022,152244,Manual,Padang,Bensin,171500000,C
Toyota,AVANZA G 1.3,2019,129508,Manual,Semarang,Bensin,142000000,C
Daihatsu,AYLA X 1.0,2022,114195,Manual,Jakarta Raya,Bensin,80000000,C
Datsun,GO+ T PANCA 1.2,2017,162770,Manual,Jakarta Raya,Bensin,45000000,C
Daihatsu,SIGRA D 1.0,2023,82489,Manual,Sampit,Bensin,112000000,C
Isuzu,TRAGA 2.5,2023,39963,Manual,Pekanbaru,Diesel,137000000,C
Toyota,CALYA E 1.2,2018,164477,Manual,Jakarta Raya,Bensin,85000000,C
Toyota,AVANZA G 1.5,2022,68130,Manual,Banjarmasin,Bensin,140000000,C
Honda,FREED S 1.5,2009,188197,Automatic,Semarang,Bensin,72000000,C
Suzuki,KARIMUN GX 1.0,2014,82856,Manual,Yogyakarta,Bensin,35000000,C
Toyota,AVANZA G 1.5,2022,103038,Manual,Semarang,Bensin,140000000,C
Honda,MOBILIO E 1.5,2014,123163,Automatic,Padang,Bensin,97000000,C
Suzuki,APV GA 1.5,2017,280908,Manual,Jakarta Raya,Bensin,62000000,C
Honda,HR-V E 1.5,2016,94503,Automatic,Makassar,Bensin,154000000,C
Toyota,CALYA G 1.2,2020,92890,Manual,Padang,Bensin,99000000,C
Mitsubishi,XPANDER EXCEED 1.5,2022,128485,Automatic,Lampung,Bensin,172000000,C
Nissan,JUKE 1.5,2014,159046,Automatic,Batam,Bensin,48000000,C
Toyota,AVANZA E 1.3,2017,289521,Manual,Jambi,Bensin,100000000,C
Mitsubishi,XPANDER GLS 1.5,2021,134829,Automatic,Jakarta Raya,Bensin,165000000,C
Hyundai,SANTA FE 2.4,2015,129847,Automatic,Makassar,Bensin,110000000,C
Honda,BRIO SATYA E 1.2,2017,90482,Automatic,Jakarta Raya,Bensin,103000000,C
Daihatsu,XENIA R 1.3,2012,88785,Manual,Padang,Bensin,95000000,C
Toyota,CALYA G 1.2,2021,101875,Automatic,Jakarta Raya,Bensin,102000000,C
Toyota,FORTUNER VRZ 2.4,2021,82264,Automatic,Kendari,Diesel,342000000,C
Mitsubishi,XPANDER GLS 1.5,2021,114397,Automatic,Jakarta Raya,Bensin,165000000,C
Toyota,YARIS S 1.5,2017,129401,Automatic,Batam,Bensin,133000000,C
Daihatsu,XENIA R 1.3,2014,161605,Automatic,Batam,Bensin,98000000,C
Honda,MOBILIO E 1.5,2014,117182,Automatic,Batam,Bensin,94000000,C
Toyota,FORTUNER 2.4 G (4X4),2020,149450,Automatic,Makassar,Diesel,256000000,C
Toyota,AVANZA VELOZ 1.5,2013,265537,Manual,Jakarta Raya,Bensin,94000000,C
Daihatsu,GRAN MAX BV 1.3,2017,132347,Manual,Tegal,Bensin,89000000,C
Toyota,FORTUNER G (4X4) 2.4,2020,175243,Automatic,Makassar,Diesel,251000000,C
Honda,CIVIC 1.8,2013,167599,Automatic,Batam,Bensin,121000000,C
Suzuki,KARIMUN WAGON R GA 1.0,2014,129396,Manual,Yogyakarta,Bensin,45000000,C
Mitsubishi,COLT T 120 SS PU 1.5,2012,98701,Manual,Tegal,Bensin,27000000,C
Toyota,AVANZA G 1.5,2013,153899,Manual,Batam,Bensin,64000000,C
Toyota,AVANZA E 1.3,2018,133784,Manual,Yogyakarta,Bensin,90000000,C
Hyundai,SANTA FE PRIME 2.5,2023,114540,Automatic,Jakarta Raya,Bensin,350000000,C
Toyota,AVANZA E 1.3,2016,194397,Manual,Semarang,Bensin,84000000,C
Toyota,FORTUNER VRZ 2.4,2021,111107,Automatic,Jakarta Raya,Diesel,380000000,C
Toyota,CAMRY V 2.5,2015,91387,Automatic,Semarang,Bensin,120000000,C
Toyota,AVANZA G 1.3,2021,95344,Manual,Batam,Bensin,140000000,C
Hyundai,SANTA FE PRIME 2.5,2023,142873,Automatic,Jakarta Raya,Bensin,350000000,C
Toyota,AVANZA G 1.3,2021,93507,Manual,Batam,Bensin,140000000,C
Toyota,AVANZA G 1.3,2016,180391,Manual,Yogyakarta,Bensin,85000000,C
Daihatsu,XENIA R 1.3,2013,101194,Automatic,Jakarta Raya,Bensin,100000000,C
Toyota,AVANZA G 1.3,2021,102185,Manual,Batam,Bensin,137000000,C
Toyota,ALPHARD G 2.5,2018,47583,Automatic,Semarang,Bensin,513000000,C
Toyota,FORTUNER 2.4 G (4X4),2020,140632,Automatic,Makassar,Diesel,243500000,C
Toyota,AVANZA G 1.3,2021,107854,Manual,Batam,Bensin,140000000,C
Toyota,AVANZA VELOZ 1.5,2019,154302,Manual,Jakarta Raya,Bensin,147000000,C
Toyota,FORTUNER 2.4 G (4X4),2020,141654,Automatic,Makassar,Diesel,242500000,C
Daihatsu,XENIA R 1.3,2023,151981,Manual,Sampit,Bensin,160000000,C
Toyota,RUSH G 1.5,2013,285479,Manual,Padang,Bensin,80000000,C
Daihatsu,SIGRA D 1.0,2024,56421,Manual,Sampit,Bensin,102000000,C
Mercedes,BENZ E 400 3.0,2014,64962,Automatic,Jakarta Raya,Bensin,350000000,C
Toyota,HARRIER 2.0,2015,178480,Automatic,Batam,Bensin,150000000,C
Daihatsu,XENIA Li 1.0,2009,319088,Manual,Manado,Bensin,27000000,D
Toyota,INNOVA G 2.4,2022,141234,Automatic,Palembang,Diesel,300000000,D
Toyota,FORTUNER G 2.5,2012,172276,Manual,Palembang,Diesel,162000000,D
Daihatsu,SIGRA D 1.0,2022,49389,Manual,Pontianak,Bensin,89000000,D
Toyota,CALYA G 1.2,2017,434344,Automatic,Palembang,Bensin,60000000,D
Toyota,HILUX E DC (4X4) 2.4,2022,59113,Manual,Medan,Diesel,150000000,D
Honda,ODYSSEY 2.4,2012,123604,Automatic,Jakarta Raya,Bensin,97500000,D
Toyota,TRANSMOVER 1.3,2019,135392,Manual,Pontianak,Bensin,79000000,D
Suzuki,CARRY ST 150 PICK UP BOX 1.5,2012,191451,Manual,Medan,Bensin,35000000,D
Mitsubishi,TRITON DC HDX (4X4) 2.5,2022,60917,Manual,Balikpapan,Diesel,149000000,D
Toyota,HILUX DC G 2.4,2023,109336,Manual,Balikpapan,Diesel,300000000,D
Mitsubishi,TRITON DC HDX (4X4) 2.5,2020,85850,Manual,Balikpapan,Diesel,122000000,D
Faw,HD380CG 9.7,2023,70623,Manual,Samarinda,Diesel,280000000,D
Toyota,HILUX DC G 2.4,2023,212974,Manual,Balikpapan,Diesel,295000000,D
Honda,MOBILIO S 1.5,2017,172449,Manual,Medan,Bensin,70000000,D
Chevrolet,CAPTIVA LT 2.4,2008,85987,Automatic,Medan,Bensin,30000000,D
Hyundai,H-1 2.4,2015,269899,Automatic,Gedangan,Bensin,95000000,D
Isuzu,D-MAX DC 2.5,2021,69033,Manual,Balikpapan,Diesel,145000000,D
Honda,ODYSSEY 2.4,2011,139137,Automatic,Jakarta - Tipar,Bensin,89500000,D
Daihatsu,LUXIO X 1.5,2018,167495,Manual,Malang,Bensin,138000000,D
Hino,FM 280 JD 7.7,2023,119265,Manual,Palembang,Diesel,510000000,D
Hyundai,H-1 2.4,2018,95601,Automatic,Jakarta - Tipar,Bensin,140000000,D
Isuzu,NLR 55 B Lx 2.8,2021,151064,Manual,Balikpapan,Diesel,335000000,D
Honda,FREED E 1.5,2010,148636,Automatic,Medan,Bensin,77000000,D
Mitsubishi,FUSO FN 62F HD,2018,177253,Manual,Palembang,Diesel,280000000,D
Wuling,CONFERO DB 1.5,2022,62491,Manual,Pangkal_Pinang,Bensin,65000000,D
Hino,136 HD 4.0,2022,94293,Manual,Medan,Diesel,225000000,D
Mercedes,BENZ B 170 1.7,2009,101289,Automatic,Gedangan,Bensin,90000000,D
Isuzu,D-MAX DC (4X4) 1.9,2022,97349,Manual,Balikpapan,Diesel,185000000,D
Isuzu,D-MAX DC (4X4) 1.9,2022,84786,Manual,Balikpapan,Diesel,180000000,D
Isuzu,D-MAX DC (4X4) 1.9,2022,124783,Manual,Balikpapan,Diesel,180000000,D
Mitsubishi,TRITON DC HDX (4X4) 2.5,2021,113062,Manual,Balikpapan,Diesel,170000000,D
Isuzu,FVZ N HP 7.8,2022,90378,Manual,Palembang,Diesel,400000000,D
Daihatsu,SIGRA M 1.0,2022,244470,Manual,Jember,Bensin,80000000,D
Toyota,COROLLA ALTIS G 1.8,2003,395394,Manual,Gedangan,Bensin,30000000,D
Nissan,SERENA HIGWAY STAR 2.0,2013,136922,Automatic,Gedangan,Bensin,100000000,D
Daihatsu,SIGRA D 1.0,2022,231632,Manual,Gedangan,Bensin,55000000,D
Honda,ACCORD VTI-L 2.4,2005,208049,Automatic,Jakarta Raya,Bensin,48000000,D
Bmw,740 LI 3.0,2018,77934,Automatic,Gedangan,Bensin,393500000,D
Chevrolet,SPIN LTZ 1.3,2015,151221,Manual,Surabaya,Diesel,35000000,D
Daihatsu,XENIA M 1.0,2013,265009,Manual,Malang,Bensin,50000000,D
Hino,R260 7.7,2018,639743,Manual,Gedangan,Diesel,650000000,D
Mitsubishi,COLT DIESEL FE 84 G,2019,98407,Manual,Gedangan,Diesel,375000000,D
Isuzu,NQR 71 4.6,2020,9999999,Manual,Gedangan,Diesel,435000000,D
Isuzu,NLR 55 B Lx 2.8,2021,110141,Manual,Gedangan,Diesel,330000000,D
Toyota,VIOS G 1.5,2012,164546,Automatic,Denpasar,Bensin,45000000,D
Suzuki,AERIO 1.5,2006,244347,Manual,Denpasar,Bensin,29000000,D
Toyota,INNOVA G 2.0,2022,44635,Manual,Malang,Bensin,237500000,D
Mitsubishi,PAJERO SPORT EXCEED 2.5,2013,146536,Automatic,Jakarta - Tipar,Diesel,175000000,D
Datsun,GO+ T PANCA 1.2,2016,193738,Manual,Batam,Bensin,41000000,D
Honda,CR-V 2.4,2013,105778,Automatic,Batam,Bensin,105000000,D
Honda,CR-V 2.4,2014,157650,Automatic,Batam,Bensin,130000000,D
Toyota,INNOVA V 2.0,2015,317844,Manual,Palangkaraya,Bensin,134000000,D
Toyota,AGYA G 1.0,2014,137859,Manual,Pekanbaru,Bensin,72000000,D
Datsun,GO PANCA T 1.2,2017,112809,Manual,Pare Pare,Bensin,40000000,D
Mitsubishi,TRITON DC HDX (4X4) 2.5,2016,148521,Manual,Banjarmasin,Diesel,107000000,D
Toyota,AVANZA E 1.3,2018,293361,Manual,Banjarmasin,Bensin,81000000,D
Suzuki,SX4 X-OVER 1.5,2012,233320,Manual,Padang,Bensin,65000000,D
Wuling,CONFERO 1.5,2022,290574,Manual,Padang,Bensin,67000000,D
Daihatsu,SIGRA M 1.0,2017,218648,Manual,Jakarta Raya,Bensin,67000000,D
Volkswagen,POLO TSI 1.2,2020,57458,Automatic,Yogyakarta,Bensin,145000000,D
Toyota,HIACE COMMUTER,2020,143171,Manual,Yogyakarta,Diesel,397000000,D
Toyota,FORTUNER G (4X4) 2.4,2020,192760,Automatic,Makassar,Diesel,251000000,D
Land,ROVER RANGE ROVER EVOQUE 2.0,2012,93502,Automatic,Semarang,Bensin,171000000,D
Toyota,FORTUNER 2.4 G (4X4),2020,161243,Automatic,Makassar,Diesel,257000000,D
Toyota,FORTUNER G (4X4) 2.4,2020,99058,Automatic,Makassar,Diesel,242000000,D
Daihatsu,GRAN MAX PU AC PS 1.5,2018,112943,Manual,Pekanbaru,Bensin,59000000,D
Mitsubishi,PAJERO SPORT GLX (4X4) 2.5,2018,99538,Manual,Kendari,Diesel,200000000,D
Toyota,FORTUNER 2.4 G (4X4),2020,156171,Automatic,Makassar,Diesel,251500000,D
Toyota,AGYA G 1.0,2016,93157,Manual,Pekanbaru,Bensin,75000000,D
Toyota,FORTUNER G (4X4) 2.4,2020,145943,Automatic,Makassar,Diesel,242000000,D
Toyota,FORTUNER 2.4 G (4X4),2020,188933,Automatic,Makassar,Diesel,252000000,D
Toyota,FORTUNER 2.4 G (4X4),2020,138581,Automatic,Makassar,Diesel,252500000,D
Toyota,FORTUNER 2.4 G (4X4),2020,164063,Automatic,Makassar,Diesel,243500000,D
Daihatsu,XENIA X 1.3,2015,109892,Manual,Yogyakarta,Bensin,54000000,D
Toyota,FORTUNER 2.4 G (4X4),2020,139220,Automatic,Makassar,Diesel,251500000,D
Mercedes,BENZ CLA 200 1.6,2015,70965,Automatic,Yogyakarta,Bensin,186000000,D
Toyota,CAMRY V 2.5,2019,124112,Automatic,Jakarta Raya,Bensin,220000000,D
Mercedes,BENZ C 200 1.8,2011,98675,Automatic,Yogyakarta,Bensin,78000000,D
Toyota,FORTUNER 2.4 G (4X4),2020,153128,Automatic,Makassar,Diesel,245500000,D
Nissan,X TRAIL XT 2.5,2011,165950,Automatic,Batam,Bensin,91000000,D
Toyota,FORTUNER 2.4 G (4X4),2020,127270,Automatic,Makassar,Diesel,247000000,D
Hummer,H3 3.7,2011,63066,Automatic,Semarang,Bensin,537500000,D
Daihatsu,GRAN MAX PICK UP BOX 1.5,2009,389994,Manual,Jakarta Raya,Diesel,46000000,D
Komatsu,HB365-1,2023,3,Automatic,Pal 8,Diesel,1235000000,D
Isuzu,NKR 55 C/O 2.8,2017,387606,Manual,Jakarta Raya,Diesel,146000000,D
Toyota,AVANZA S 1.5,2011,194706,Automatic,Batam,Bensin,75000000,D
Mazda,2 SPORTS 1.5,2012,294574,Automatic,Jakarta Raya,Bensin,64000000,D
Nissan,GRAND LIVINA XV 1.5,2012,202647,Automatic,Jakarta Raya,Bensin,57000000,D
Toyota,RUSH S 1.5,2013,142689,Automatic,Jakarta Raya,Bensin,97000000,D
Daihatsu,SIGRA X 1.2,2022,49871,Manual,Sampit,Bensin,109000000,D
Nissan,GRAND LIVINA XV 1.5,2010,137586,Automatic,Jakarta Raya,Bensin,56000000,D
Chevrolet,TRAX LTZ 1.4,2017,117268,Automatic,Jakarta Raya,Bensin,85000000,D
Toyota,DYNA 110 FT 4.0,2012,386377,Manual,Balikpapan,Diesel,55000000,D
Isuzu,NMR 71 HD 5.8,2022,425170,Manual,Denpasar,Diesel,242500000,D
Mitsubishi,TRITON DC HDX (4X4) 2.5,2022,172392,Manual,Balikpapan,Diesel,142000000,D
Hino,110 LD 4.0,2021,45363,Manual,Medan,Diesel,210000000,D
Mitsubishi,TRITON DC HDX (4X4) 2.5,2021,134149,Manual,Balikpapan,Diesel,135000000,D
Mitsubishi,TRITON DC HDX (4X4) 2.5,2022,59106,Manual,Balikpapan,Diesel,159000000,D
Honda,JAZZ 1.5,2009,230346,Manual,Padang,Bensin,81000000,D
Kia,GRAND SEDONA 3.3,2017,94814,Automatic,Bdg Soetta (Metro),Bensin,207000000,D
Mitsubishi,TRITON DC GLS 4X4 2.4,2023,156079,Manual,Balikpapan,Diesel,250000000,D
Daihatsu,AYLA D 1.0,2018,96651,Manual,Bdg Soetta (Metro),Bensin,57000000,D
Hyundai,AVEGA 1.5,2010,143402,Manual,Bdg Soetta (Metro),Bensin,36000000,D
Mitsubishi,PAJERO SPORT GLX (4X4) 2.5,2021,169797,Manual,Berau,Diesel,220000000,D
Mitsubishi,TRITON DC HDX (4X4) 2.5,2022,132360,Manual,Berau,Diesel,130000000,D
Mitsubishi,TRITON DC HDX (4X4) 2.5,2021,127592,Manual,Berau,Diesel,115000000,D
Isuzu,D-MAX DC (4X4) 1.9,2022,88384,Manual,Balikpapan,Diesel,175000000,D
Isuzu,NMR 81 4.8,2023,116970,Manual,Cirebon,Diesel,240000000,D
Ford,ECOSPORT TITANIUM 1.5,2014,91836,Automatic,Jakarta - Tipar,Bensin,75000000,D
Toyota,HILUX SC 2.4,2022,21016,Manual,Jakarta - Tipar,Diesel,162000000,D
Mitsubishi,XPANDER ULTIMATE 1.5,2020,176360,Automatic,Jakarta - Tipar,Bensin,167000000,D
Datsun,CROSS 1.2,2018,130509,Automatic,Jakarta - Tipar,Bensin,64000000,D
Nissan,GRAND LIVINA XV 1.5,2017,149915,Automatic,Jakarta - Tipar,Bensin,82000000,D
Daihatsu,SIGRA X 1.2,2017,151443,Automatic,Jakarta - Tipar,Bensin,88000000,D
Toyota,AVANZA S 1.5,2010,111202,Automatic,Jakarta - Tipar,Bensin,73000000,D
Honda,JAZZ E 1.5,2011,96099,Automatic,Jakarta - Tipar,Bensin,84000000,D
Isuzu,FVZ U HP 7.8,2023,70175,Manual,Kendari,Diesel,535000000,D
Isuzu,FVZ U HP 7.8,2023,83806,Manual,Kendari,Diesel,535000000,D
Isuzu,FVZ U HP 7.8,2023,51613,Manual,Kendari,Diesel,520000000,D
Suzuki,SWIFT ST 1.5,2011,168078,Manual,Jakarta - Tipar,Bensin,46000000,D
Wuling,CONFERO DB 1.5,2023,106176,Manual,Medan,Bensin,70000000,D
Nissan,SERENA HIGWAY STAR 2.0,2012,157490,Automatic,Jakarta - Tipar,Bensin,72000000,D
Mitsubishi,TRITON DC HDX (4X4) 2.5,2021,120380,Manual,Balikpapan,Diesel,194000000,D
